Name,BSE Code,NSE Code,ISIN Code
Asian Hotels (W),533221,AHLWEST,INE915K01010
U P Hotels,509960,,INE726E01014
Cons. Finvest,,CONSOFINVT,INE025A01027
Sandesh,526725,SANDESH,INE583B01015
Ritco Logistics,542383,RITCO,INE01EG01016
Beekay Steel Ind,539018,BEEKAY,INE213D01015
Ruby Mills,503169,RUBYMILLS,INE301D01026
Sudarshan Pharma,543828,,INE00TV01023
South West Pinn.,543986,SOUTHWEST,INE980Y01015
RSWM Ltd,500350,RSWM,INE611A01016
Xchanging Sol.,532616,XCHANGING,INE692G01013
Parin Enterpris.,,PARIN,INE00U801010
DMCC Speciality,506405,DMCC,INE505A01010
Exhicon Events,543895,,INE0O8901016
Sacheerome,,SACHEEROME,INE1ARD01016
Enkei Wheels,533477,,INE130L01014
Innovision,544732,INNOVISION,INE0ADB01012
Integra Engg.,505358,,INE984B01023
Aryaman Fin.Serv,530245,,INE032E01017
Shree Ganesh Rem,540737,,INE414Y01015
Modern Malleable,517336,,INE834C01028
Uniphos Enter.,500429,UNIENTER,INE037A01022
Kirl. Electric,533193,KECL,INE134B01017
Petro Carbon,,PCCL,INE998U01015
Zuari Industries,500780,ZUARIIND,INE217A01012
VLS Finance,511333,VLSFINANCE,INE709A01018
C2C Advanced,,C2C,INE0U7V01015
Axtel Industries,523850,,INE767C01012
Vasa Denticity,,DENTALKART,INE0N5801013
Prizor Viztech,,PRIZOR,INE0V9N01017
Mcleod Russel,532654,MCLEODRUSS,INE942G01012
Airfloa Rail,544516,,INE0XBS01012
Anlon Healthcare,544497,AHCL,INE0Y8W01025
VTM,532893,,INE222F01029
Sahana Systems,,SAHANA,INE0LEX01011
GeeCee Vent.,532764,GEECEE,INE916G01016
Foseco Crucible (India),523160,,INE599F01020
Dhampur Bio,543593,DBOL,INE0I3401014
Rajapalayam Mill,532503,RAJPALAYAM,INE296E01026
Popular Vehicles,544144,PVSL,INE772T01024
Arrow Greentech,516064,ARROWGREEN,INE570D01018
Taneja Aerospace,522229,,INE692C01020
Voith Paper,522122,,INE285C01015
Haz.Multi Proj.,532467,,INE550F01049
Allied Digital,532875,ADSL,INE102I01027
Australian Prem,,APS,INE0P0001010
FlySBS Aviation,,FLYSBS,INE0VCK01011
Amal,506597,,INE841D01013
Gloster Ltd,542351,GLOSTERLTD,INE350Z01018
Sadhana Nitro,506642,SADHNANIQ,INE888C01040
MMP Industries,,MMP,INE511Y01018
Visa Steel,532721,VISASTEEL,INE286H01012
Denta Water,544345,DENTA,INE0R4L01018
Iris Clothings,,IRISDOREME,INE01GN01025
Swaraj Suiting,,SWARAJ,INE0GMR01016
Nurture Well Industries,531889,,INE882B01037
Spel Semiconduct,517166,,INE252A01019
Cheviot Company,526817,CHEVIOT,INE974B01016
Sar Televenture,,SARTELE,INE0PUC01020
S T C,512531,STCINDIA,INE655A01013
Mukka Proteins,544135,MUKKA,INE0CG401037
Ganesh Benzopl.,500153,GANESHBE,INE388A01029
Unihealth Hosp,,UNIHEALTH,INE0PRF01011
Forbes Precision,544186,,INE0TT901016
Kamdhenu,532741,KAMDHENU,INE390H01020
Radhika Jeweltec,540125,RADHIKAJWE,INE583V01021
Modi's Navnirman,543539,MODIS,INE0L0L01012
PVP Ventures,517556,PVP,INE362A01016
Transpek Inds.,506687,TRANSPEK,INE687A01016
Pradeep Metals,513532,PRADPME,INE770A01010
Shri Ahimsa,,SHRIAHIMSA,INE0DM401012
RNFI Services,,RNFI,INE0SA001017
Axentra Corp,511634,,INE919M01026
Vakrangee,511431,VAKRANGEE,INE051B01021
Saurashtra Cem.,502175,SAURASHCEM,INE626A01014
Ksolves India,543599,KSOLVES,INE0D6I01023
Innovassynth Technologies,533315,,INE690J01011
Uni Abex Alloy,504605,,INE361D01012
T.V. Today Netw.,532515,TVTODAY,INE038F01029
Fedders Holding,511628,FEDDERSHOL,INE417D01020
Fabtech Tech.,544558,FABTECH,INE0HF201011
Patel Retail,544487,PATELRMART,INE0R8B01010
Kuantum Papers,532937,KUANTUM,INE529I01021
Virat Industries,530521,,INE467D01017
Welspun Investme,533252,WELINV,INE389K01018
SMT Engineering,538563,,INE673E01018
Bhageria Indust.,530803,BHAGERIA,INE354C01027
Mindteck (India),517344,MINDTECK,INE110B01017
Magadh Sugar,540650,MAGADSUGAR,INE347W01011
Chemcon Special.,543233,CHEMCON,INE03YM01018
Allcargo Termi,543954,ATL,INE0NN701020
Foce India,,FOCE,INE0I7D01019
KSE,519421,,INE953E01022
ANB Metal,,AMCL,INE0VG001016
Om Power Transmission,544750,OMPOWER,INE25E901019
Shree Vasu Logis,,SVLL,INE00CE01017
Z F Steering,505163,ZFSTEERING,INE116C01012
Jagatjit Inds.,507155,,INE574A01016
C C C L,532902,CCCL,INE429I01024
Shraddha Prime,531771,,INE311M01018
Oswal Green Tech,539290,OSWALGREEN,INE143A01010
Tuticorin Alkali,506808,,INE400A01014
Influx Health.,,INFLUX,INE0MYZ01012
Advance Agrolife,544562,ADVANCE,INE1B0W01010
Praveg,531637,PRAVEG,INE722B01019
Satia Industries,539201,SATIA,INE170E01023
Visaka Industrie,509055,VISAKAIND,INE392A01021
Polo Queen Ind.,540717,,INE689M01025
Mallcom (India),539400,MALLCOM,INE389C01015
Pyramid Technopl,543969,PYRAMID,INE0MIS01010
Snowman Logistic,538635,SNOWMAN,INE734N01019
Baheti Recycling,,BAHETI,INE029Q01017
Sunlite Recycli.,,SUNLITE,INE0U2N01013
Jayant Agro Org.,524330,JAYAGROGN,INE785A01026
Laxmi India Fin.,544465,LAXMIINDIA,INE06WU01026
Dish TV India,532839,DISHTV,INE836F01026
Commerl. Synbags,539986,COMSYN,INE073V01015
CWD,543378,,INE0H8H01019
Kilitch Drugs,524500,KILITCH,INE729D01010
Panchmahal Steel,513511,,INE798F01010
Sharat Industrie,519397,SHINDL,INE220Z01013
S Chand & Compan,540497,SCHAND,INE807K01035
Sukhjit Starch,524542,SUKHJITS,INE450E01029
Indo Farm Equip.,544328,INDOFARM,INE622H01018
Subam Papers,544267,,INE0U6201010
Nahar Poly,523391,NAHARPOLY,INE308A01027
Elin Electronics,543725,ELIN,INE050401020
Hind.Composites,509635,HINDCOMPOS,INE310C01029
Agarwal Indl.,531921,AGARIND,INE204E01012
Best Agrolife,539660,BESTAGRO,INE052T01021
TransIndia Real,543955,TREL,INE0O3901029
Sutlej Textiles,532782,SUTLEJTEX,INE645H01027
Utssav CZ Gold,,UTSSAV,INE06IJ01010
Oswal Agro Mills,500317,OSWALAGRO,INE142A01012
RDB Infrastruc.,533285,,INE245L01028
Inv.& Prec.Cast.,504786,INVPRECQ,INE155E01016
Chemfab Alka.,541269,CHEMFAB,INE783X01023
Onward Technolog,517536,ONWARDTEC,INE229A01017
Concord Enviro,544315,CEWATER,INE037Z01029
Chandan Healthca,,CHANDAN,INE0B2N01016
Davangere Sugar,543267,DAVANGERE,INE179G01029
Subex,532348,SUBEXLTD,INE754A01055
Artson,522134,,INE133D01023
Emk.Global Fin.,532737,EMKAY,INE296H01011
Everest Inds.,508906,EVERESTIND,INE295A01018
Azad India,504731,,INE566M01017
20 Microns,533022,20MICRONS,INE144J01027
India Finsec,535667,,INE474O01010
Supreme Power,,SUPREMEPWR,INE0QHG01026
ABS Marine,,ABSMARINE,INE0QRV01016
Linc,531241,LINC,INE802B01027
Mercury EV-Tech,531357,,INE763M01028
Focus Lighting,,FOCUS,INE593W01028
Aptech,532475,APTECHT,INE266F01018
Vashu Bhagnani,532011,,INE147C01017
Panache Digilife,,PANACHE,INE895W01019
Filtron Engineer,531191,,INE589N01017
RNIT AI Solution,517286,,INE335Q01026
Urja Global,526987,URJA,INE550C01020
Modison,506261,MODISONLTD,INE737D01021
Shri Venkatesh,543373,,INE0HLJ01013
NBI Indl. Fin.,,NBIFIN,INE365I01020
Softtech Enginee,543470,SOFTTECH,INE728Z01015
Satani Bearings,505703,,INE498D01012
Primo Chemicals,506852,PRIMO,INE607A01022
Haldyn Glass,515147,HALDYNGL,INE506D01020
Sh. Rama Multi.,532310,SHREERAMA,INE879A01019
Sh. Jagdamba Pol,512453,,INE564J01026
Premier Polyfilm,514354,PREMIERPOL,INE309M01020
Glottis,544557,GLOTTIS,INE0TQE01026
DCM Shriram Inds,523369,DCMSRIND,INE843D01027
Peninsula Land,503031,PENINLAND,INE138A01028
Euro India Fresh,,EIFFL,INE546V01010
Effwa Infra,,EFFWA,INE0U9101019
DCM Shriram Intl,544702,DCMSIL,INE0OU201013
Mardia Samyoung,513544,,INE277E01026
Modi Naturals,519003,MODINATUR,INE537F01012
Khaitan Chemical,507794,KHAICHEM,INE745B01028
Tirupati Forge,,TIRUPATIFL,INE319Y01024
Empire Inds.,509525,,INE515H01014
Manba Finance,544262,MANBA,INE939X01013
Kinetic Engg.,500240,,INE266B01017
Basilic Fly Stud,,BASILIC,INE0OCC01013
POCL Enterprises,539195,,INE035S01028
Triton Valves,505978,,INE440G01017
OnMobile Global,532944,ONMOBILE,INE809I01019
Zim Laboratories,541400,ZIMLAB,INE518E01015
True Green,533407,,INE672K01025
Munjal Showa,520043,MUNJALSHOW,INE577A01027
Proventus Agro.,,PROV,INE0ONE01016
Goel Construct.,544504,,INE0ZOM01013
NILE,530129,NILE,INE445D01013
Ent.Network,532700,ENIL,INE265F01028
CCME Global,514336,,INE194N01016
Lokesh Mach.,532740,LOKESHMACH,INE397H01017
W S Inds.,504220,WSI,INE100D01014
Dhunseri Invest.,533336,DHUNINV,INE320L01011
Black Rose Indus,514183,BLACKROSE,INE761G01016
The Invest.Trust,530023,THEINVEST,INE924D01017
Sical Logistics,520086,SICALLOG,INE075B01020
Lakshmi Mills,502958,,INE938C01019
Global Education,,GLOBAL,INE291W01037
BMW Ventures,544543,BMWVENTLTD,INE965W01036
Aryaman Capital,538716,,INE229R01011
Asgard Alcobev,512025,,INE767M01029
Repro India,532687,REPRO,INE461B01014
Nila Spaces,542231,NILASPACES,INE00S901012
Amanta Healthcar,544502,AMANTA,INE084K01015
PTL Enterprises,509220,PTL,INE034D01049
Parth Electrical,,PARTH,INE1H7V01011
Jenburkt Pharma,524731,,INE354A01013
Indo SMC,544681,,INE0WKY01013
KRM Ayurveda,,KRMAYURVED,INE1MTV01019
CSL Finance,530067,CSLFINANCE,INE718F01018
Uday Jewellery,539518,,INE551B01012
Coffee Day Enter,539436,COFFEEDAY,INE335K01011
Shish Industries,540693,,INE145Y01023
Moneyboxx Fin.,538446,MONEYBOXX,INE296Q01012
Shriram AMC,531359,,INE777G01012
Zee Media,532794,ZEEMEDIA,INE966H01019
HLV,500193,HLVLTD,INE102A01024
Credo Brands,544058,MUFTI,INE220Q01020
Vishal Fabrics,538598,VISHAL,INE755Q01025
Andhra Cements,532141,ACL,INE666E01020
Intl. Conveyors,509709,INTLCONV,INE575C01027
GFL,500173,GFLLIMITED,INE538A01037
Vinyl Chemicals,524129,VINYLINDIA,INE250B01029
Hemant Surgical,543916,,INE0GYI01028
Namo eWaste,,NAMOEWASTE,INE08NZ01012
Orient Bell,530365,ORIENTBELL,INE607D01018
Sayaji Hotels,523710,SAYAJIHOTL,INE318C01014
Chembond Chemic.,544450,CHEMBONDCH,INE0TGX01019
TPL Plastech,526582,TPLPLASTEH,INE413G01022
Niyogin Fintech,538772,,INE480D01010
Speciality Rest.,534425,SPECIALITY,INE247M01014
KN Agri Resource,,KNAGRI,INE0KNW01016
Shiva Cement,532323,,INE555C01029
RBZ Jewellers Lt,544060,RBZJEWEL,INE0PEQ01016
Shree Tirupati,,TIRUPATI,INE238Y01018
Magna Electrocas,517449,,INE437D01010
Essar Shipping,533704,ESSARSHPNG,INE122M01019
Guj Apollo Inds,522217,GUJAPOLLO,INE826C01016
H T Media,532662,HTMEDIA,INE501G01024
Advani Hotels.,523269,ADVANIHOTR,INE199C01026
Kronox Lab,544187,KRONOX,INE0ATZ01017
GVK Power Infra.,532708,GVKPIL,INE251H01024
Kiran Vyapar,537750,KIRANVYPAR,INE555P01013
Vishnu Prakash R,543974,VPRPL,INE0AE001013
PropshareTitania,544462,,INE19RO25021
United Drilling,522014,UNIDT,INE961D01019
Monika Alcobev,544451,,INE0LCG01010
Orient Ceratech,504879,ORIENTCER,INE569C01020
Vinsys IT Serv.,,VINSYS,INE0OSJ01014
High Energy Bat.,504176,,INE783E01023
Birla Cable,500060,BIRLACABLE,INE800A01015
Kamat Hotels,526668,KAMATHOTEL,INE967C01018
AB Cotspin,544522,ABCOTS,INE08PH01015
Inspirisys Sol.,532774,INSPIRISYS,INE020G01017
Riddhi Siddhi Gl,524480,,INE249D01019
Emami Realty Ltd,533218,EMAMIREAL,INE778K01012
Maxvolt Energy,,MAXVOLT,INE10A501018
Donear Inds.,512519,DONEAR,INE668D01028
Sanmitra Commerc,512062,,INE896J01014
Universus Photo,542933,UNIVPHOTO,INE03V001013
Nahar Indl. Ent.,519136,NAHARINDUS,INE289A01011
Emrock Corporation,531676,,INE554H01021
Haleos Labs Limited,540679,HALEOSLABS,INE320X01016
IRIS Regtech Solutions,540735,IRIS,INE864K01010
Pasupati Acrylon,500456,PASUPTAC,INE818B01023
Freshara Agro,,FRESHARA,INE0SFW01015
OCCL,544278,OCCLLTD,INE0PK601023
Ugar Sugar Works,530363,UGARSUGAR,INE071E01023
SIL Investments,521194,SILINV,INE923A01015
Captain Polyplas,536974,,INE536P01021
Kanpur Plastipa.,507779,KANPRPLA,INE694E01014
Tara Chand Infra,,TARACHAND,INE555Z01020
DC Infotech,543636,DCI,INE0A1101019
Hindustan Media,533217,HMVL,INE871K01015
Captain Techno.,540652,,INE931X01010
Mangalam Organic,514418,MANORG,INE370D01013
Sheetal Cool,540757,SCPL,INE501Y01019
Vikram Thermo,530477,,INE337E01010
Emami Paper,533208,EMAMIPAP,INE830C01026
Mishtann Foods,539594,,INE094S01041
Aries Agro,532935,ARIES,INE298I01015
Shah Metacorp,533275,SHAH,INE482J01021
Keltech Energies,506528,,INE881E01017
Shiv Aum Steels,,SHIVAUM,INE719F01016
R K Swamy,544136,RKSWAMY,INE0NQ801033
E to E Transportation,,E2ERAIL,INE1CEJ01017
Veljan Denison,505232,VELJAN,INE232E01013
Megatherm Indu.,,MEGATHERM,INE531R01010
Systematic Inds.,544541,,INE1KLZ01011
Globe Intl. Car.,,GICL,INE947T01022
S & S Power Swit,517273,S&SPOWER,INE902B01017
DIC India,500089,DICIND,INE303A01010
Prevest Denpro,543363,,INE0GAO01018
Sattrix Infor.,544189,,INE0QUV01010
Nisus Finance,544296,,INE0DQN01013
Kotyark Indust.,544726,KOTYARK,INE0J0B01017
Pramara Promotio,,PRAMARA,INE0O7A01017
Rushil Decor,533470,RUSHIL,INE573K01025
Pune e,544141,,INE510U01018
Suditi Industrie,521113,,INE691D01012
Suratwwala Busi.,543218,SBGLP,INE05ST01028
ABM Knowledge,531161,ABMKNO,INE850B01026
Kalyani Cast-Tec,544023,,INE0N6U01018
Sarveshwar Foods,543688,SARVESHWAR,INE324X01026
Sunita Tools Ltd,544001,,INE0Q1S01010
Pansari Develop.,,PANSARI,INE697V01011
Sealmatic India,543782,,INE0O4601016
Neetu Yoshi,544434,,INE0UZO01024
JD Cables,544524,,INE14VP01014
SRG Housing,534680,SRGHFL,INE559N01010
DigiSpice Tech.,517214,DIGISPICE,INE927C01020
Connplex Cinemas,,CONNPLEX,INE0EAS01014
Zodiac Energy,543416,ZODIAC,INE761Y01019
A-1,542012,,INE911Z01025
HRS Aluglaze,544656,,INE1E1V01017
Euro Panel,544461,EUROBOND,INE505V01016
Maruti Interior,543464,,INE0JSJ01014
Pajson Agro,544657,,INE14LM01012
Neptune Pet.,,NEPTUNE,INE156901014
Prakash Pipes,542684,PPL,INE050001010
Kothari Products,530299,KOTHARIPRO,INE823A01017
Shree Rama News.,500356,RAMANEWS,INE278B01020
Atmastco Ltd,,ATMASTCO,INE05DH01017
V R Woodart,523888,,INE317D01014
Cybertech Sys.,532173,CYBERTECH,INE214A01019
Unifinz Capital,541358,,INE926R01012
Sreeleathers,535601,SREEL,INE099F01013
Veritas (India),512229,,INE379J01029
Brahmaputra Inf.,535693,,INE320I01017
Qualitek Labs,544091,,INE0Q1R01012
Cropster Agro,523105,,INE293E01031
True Colors,544531,,INE1LDV01015
RMC Switchgears,540358,RMC,INE655V01019
Kisan Mouldings,530145,,INE017C01012
Alufluoride,524634,,INE058F01019
S J Logistics (I,,SJLOGISTIC,INE0F3301020
Radiant Cash,543732,RADIANTCMS,INE855R01021
Vishnusurya Pro.,,VISHNUINFR,INE0PQ001012
Plastiblends (I),523648,PLASTIBLEN,INE083C01022
Nahar Capital,532952,NAHARCAP,INE049I01012
Swiss Military,523558,,INE010C01025
GEE,504028,,INE064H01021
Mangalam Global,544273,MGEL,INE0APB01032
GP Eco Solutions,,GPECO,INE0S7E01015
Orbit Exports,512626,ORBTEXP,INE231G01010
Divine Hira Jew.,,DIVINEHIRA,INE0NA501011
Rama Phosphates,524037,RAMAPHO,INE809A01032
Kanoria Chem.,506525,KANORICHEM,INE138C01024
Omax Autos,520021,OMAXAUTO,INE090B01011
Sigma Solve,543917,SIGMA,INE0A0S01028
Lehar Footwears,532829,,INE976H01018
Forbes & Co,502865,,INE518A01013
XT Global Infot.,531225,XTGLOBAL,INE547B01028
Yaap Digital,,YAAP,INE0U0J01015
Wim Plast,526586,WIMPLAST,INE015B01018
Rubfila Intl.,500367,RUBFILA,INE642C01025
Starlineps Enter,540492,,INE594W01042
Albert David,524075,ALBERTDAVD,INE155C01010
Gokul Refoils,532980,GOKUL,INE020J01029
Banswara Syntex,503722,BANSWRAS,INE629D01020
Pakka,516030,PAKKA,INE551D01018
Shera Energy,,SHERA,INE0MM001019
L. T. Elevator,544518,,INE0TJ801010
Suraj,531638,SURAJLTD,INE713C01016
Saakshi Medtech,,SAAKSHI,INE0PSK01027
Manaksia Steels,539044,MANAKSTEEL,INE824Q01011
Singer India,505729,SINGERIND,INE638A01035
Purple Finance,544191,,INE0CYK01015
Manbro Indust.,512595,,INE348N01042
Patil Automation,,PATILAUTOM,INE17GV01016
Mirza Internatio,526642,MIRZAINT,INE771A01026
Valiant Laborato,543998,VALIANTLAB,INE0JWS01017
Artemis Electri.,542670,AEPL,INE757T01025
Shalimar Paints,509874,SHALPAINTS,INE849C01026
Coastal Corporat,501831,COASTCORP,INE377E01024
Kriti Nutrients,533210,KRITINUT,INE798K01010
Nimbus Projects,511714,NIMBSPROJ,INE875B01015
Foods & Inns,507552,FOODSIN,INE976E01023
Shivalik Rasayan,539148,SHIVALIK,INE788J01021
Liberty Shoes,526596,LIBERTSHOE,INE557B01019
Gretex Industrie,,GRETEX,INE985P01012
NDL Ventures,500189,NDLVENTURE,INE353A01023
Dreamfolks Servi,543591,DREAMFOLKS,INE0JS101016
Mahamaya Lifesc.,544611,,INE0U9D01019
TechD Cybersec.,,TECHD,INE0Y5H01014
Tolins Tyres,544254,TOLINS,INE0RWQ01014
Lords Chloro,500284,LORDSCHLO,INE846D01012
Autoline Industr,532797,AUTOIND,INE718H01014
RDB Real Estate,544346,,INE0AK901016
Tera Software,533982,TERASOFT,INE482B01010
Shah Foods,519031,,INE455D01012
Mawana Sugars,523371,MAWANASUG,INE636A01039
Vraj Iron,544204,VRAJ,INE0S2V01010
Workmates Core2,544610,,INE1I1301016
Hercules Investments,505720,HERCULES,INE688E01024
B&B Triplewall,543668,BBTCL,INE01EE01011
Dhabriya Poly.,538715,,INE260R01016
Raghuvir Synth,514316,,INE969C01022
CLN Energy,544347,,INE0WDX01010
Solarium Green,544354,,INE0W0H01017
Thomas Scott,533941,THOMASCOTT,INE480M01011
Trident Techlabs,,TECHLABS,INE0QD201012
Harri. Malayalam,500467,HARRMALAYA,INE544A01019
Fabtech Techn.,544332,,INE0HSD01011
Asarfi Hospital,543943,,INE0DN001027
MBL Infrast,533152,MBLINFRA,INE912H01013
Mazda,523792,MAZDA,INE885E01042
Nikhil Adhesives,526159,,INE926C01022
Sinclairs Hotels,523023,SINCLAIR,INE985A01022
Indogulf Cropsci,544432,IGCL,INE05J901018
SK Minerals & Additives,544584,,INE13YH01017
Akme Fintrade,544200,AFIL,INE916Y01027
Creative Graphic,,CGRAPHICS,INE0R7401011
Vertoz,,VERTOZ,INE188Y01031
Ludlow Jute,526179,,INE983C01015
Kesoram Inds.,502937,KESORAMIND,INE087A01019
Hi-Green Carbon,,HIGREEN,INE0PIC01017
HCL Infosystems,500179,HCL-INSYS,INE236A01020
RBM Infracon,,RBMINFRA,INE0NA301016
Nandan Denim,532641,NDL,INE875G01048
Sumuka Agro,532070,,INE311N01016
Covance Softsol,544361,,INE0R8101016
Vipul Organics,530627,,INE834D01018
Kriti Industries,526423,KRITI,INE479D01038
Atlantaa,532759,ATLANTAA,INE285H01022
Manaksia,532932,MANAKSIA,INE015D01022
Kavveri Defence,590041,KAVDEFENCE,INE641C01019
Steelco Gujarat,500399,,INE629B01032
DE Nora India,590031,DENORA,INE244A01016
Batliboi,522004,BATLIBOI,INE177C01022
Take Solutions,532890,TAKE,INE142I01023
Kaya Ltd,539276,KAYA,INE587G01015
GTV Engineering,539479,,INE910R01024
Exato Technologies,544626,,INE1E4401010
Sizemasters Tech,513496,,INE235U01012
Delton Cables,504240,,INE872E01016
Goodricke Group,500166,,INE300A01016
Nupur Recyclers,,NRL,INE0JM501013
Tiger Logistics,536264,TIGERLOGS,INE906O01029
Transworld Shipp,520151,TRANSWORLD,INE757B01015
Last Mile Enter.,526961,,INE404B01022
Giriraj Civil,,GIRIRAJ,INE614Z01017
Trejhara Solutio,542233,TREJHARA,INE00CA01015
Bai-Kakaji Poly.,544670,,INE1IJQ01026
Virtual Galaxy,,VGINFOTECH,INE0VRH01015
Dev Accele.,544513,DEVX,INE0VOV01021
Indl. Inv. Trust,501295,IITL,INE886A01014
Ruchira Papers,532785,RUCHIRA,INE803H01014
Medico Remedies,540937,MEDICO,INE630Y01024
Medicamen Biotec,531146,MEDICAMEQ,INE646B01010
3i Infotech,532628,3IINFOLTD,INE748C01038
Bemco Hydraulics,522650,,INE142E01022
Simplex Castings,513472,,INE658D01011
Aprameya Enginee,,APRAMEYA,INE0LQG01010
Markolines Pavem,543364,MARKOLINES,INE0FW001016
Megastar Foods,541352,MEGASTAR,INE00EM01016
Iware Supplych.,,IWARE,INE1AII01014
JTL Defence,537254,,INE140B01048
Orient Paper,502420,ORIENTPPR,INE592A01026
Aerpace Indus,534733,,INE175N01023
Jay Ushin,513252,,INE289D01015
Shreeji Global,,SHETHJI,INE1FL101016
Bedmutha Indus.,533270,BEDMUTHA,INE844K01012
Deepak Builders,544276,DBEIL,INE0OPA01019
Fluidomat,522017,,INE459C01016
UVS Hospitality,531652,,INE528C01018
Mangal Credit,505850,MANCREDIT,INE545L01039
Vardhman Acrylic,,VARDHACRLC,INE116G01013
Hindustan Motors,500500,HINDMOTORS,INE253A01025
Goa Carbon,509567,GOACARBON,INE426D01013
MKVentures Cap.,514238,,INE874A01010
Twamev Constr.,532738,TICL,INE388G01026
Beezaasan Exp.,544369,,INE13VU01016
Mold-Tek Technol,526263,MOLDTECH,INE835B01035
Systango Tech,,SYSTANGO,INE0O7R01011
Rajasthan Securities,526873,,INE184D01026
Ginni Filaments,590025,GINNIFILA,INE424C01010
Ganesh Infra.,,GANESHIN,INE0TVT01024
Stovec Inds.,504959,,INE755D01015
IL&FS Engg.,532907,IL&FSENGG,INE369I01014
National Perox.,544205,,INE0PO601011
RPP Infra Proj.,533284,RPPINFRA,INE324L01013
Sahyadri Industr,532841,SAHYADRI,INE280H01015
Ratnabhumi Dev.,540796,,INE821Y01011
Atal Realtech,543911,ATALREAL,INE0ALR01029
PropsharePlatina,544295,,INE19RO25013
Remsons Ind,530919,REMSONSIND,INE474C01023
Anlon Tech,,ANLON,INE0LR101013
Tracxn Technolo.,543638,TRACXN,INE0HMF01019
Felix Industries,,FELIX,INE901X01013
Highway Infra,544477,HILINFRA,INE00RL01028
Alphalogic Tech.,542770,,INE08E401029
Adisoft Technol.,,ADISOFT,INE20PL01012
Corporate Merch,540199,,INE850R01014
Balgopal Commer.,539834,,INE119R01014
Naperol Invest.,500298,,INE585A01020
SJ Corp,504398,,INE312B01027
Fundviser Capit.,530197,,INE365H01014
Brandman Retail,,BRANDMAN,INE0XUD01014
Danlaw Tech.,532329,,INE310B01013
Ekansh Concept,531364,,INE005E01013
Likhami Consult.,539927,,INE920T01011
Purple United,,PURPLEUTED,INE0P5R01014
Spencer's Retail,542337,SPENCERS,INE020801028
Soma Textiles,521034,SOMATEX,INE314C01013
Committed Cargo,,COMMITTED,INE597Z01014
Mahindra EPC,523754,MAHEPC,INE215D01010
Lancer Containe.,539841,LANCER,INE359U01028
Tankup Engi.,,TANKUP,INE0Z7N01017
Muthoot Cap.Serv,511766,MUTHOOTCAP,INE296G01013
Dhariwalcorp,,DHARIWAL,INE0YRN01025
Gayatri Rubbers,,GRCL,INE0LVM01018
MOS Utility,,MOS,INE0N7S01028
Yash Optics,,YASHOPTICS,INE0TO601017
DJ Mediaprint,543193,DJML,INE0B1K01014
Savy Infra,,SAVY,INE0UCN01017
Aarti Surfactant,543210,AARTISURF,INE09EO01013
Alacrity Sec.,535916,,INE030P01017
Avana Electrosystems,,AVANA,INE1KU201016
Sheetal Univer.,,SHEETAL,INE04VX01019
Mizzen Ventures,531537,,INE681K01026
Citizen Infoline,538786,,INE473L01018
Nutricircle,530219,,INE536C01029
Astal Lab,512600,,INE307N01014
Anjani Portland,518091,APCL,INE071F01012
Jainam Ferro,,JAINAM,INE02KC01010
Nicco Parks,526721,,INE653C01022
Parmeshwar Metal,544330,,INE0QQJ01021
Career Point Edu,544499,CPEDU,INE0P6P01016
Infinium Pharma,,INFINIUM,INE0MRE01011
Modi Rubber,500890,MODIRUBBER,INE832A01018
Bhatia Communic.,540956,,INE341Z01025
Genus Paper & Bo,538961,GENUSPAPER,INE949P01018
Leapfrog Engg.,,,INE0X6O01027
Agribio Spirits,539546,,INE679E01015
Talbros Engg.,538987,,INE717E01013
Apsis Aerocom,,APSISAERO,INE1OOJ01011
Jinkushal Indus.,544547,JKIPL,INE1FF001016
Manomay Tex Indi,540396,MANOMAY,INE784W01015
HP Telecom,,HPTL,INE0VA601019
HP Adhesives,543433,HPAL,INE0GSL01024
Shiv Texchem,544272,,INE0YRO01015
Andhra Petrochem,500012,,INE714B01016
Riddhi Steel,540082,,INE367U01013
Logica Infoway,543746,,INE0BSU01018
FratelliVineyard,541741,,INE401Z01019
Setco Automotive,505075,SETCO,INE878E01021
ITCONS E-Soluti.,543806,,INE0O6A01019
Blue Water,,BLUEWATER,INE0X3M01010
Omnitex Industri,514324,,INE814D01010
Bafna Pharma.,532989,BAFNAPH,INE878I01022
R&B Denims,538119,RNBDENIMS,INE012Q01039
Varvee Global,514274,VGL,INE273D01027
Aptus Pharma,544529,,INE15XJ01010
Avonmore Capital,511589,AVONMORE,INE323B01024
Encompass Design,,ENCOMPAS,INE433T01015
Suba Hotels,,SUBAHOTELS,INE0RYR01018
Wardwizard Foods,539132,,INE761D01021
Vega Jewellers,512026,,INE603D01017
Espire Hospi,532016,,INE176O01011
